City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Dingle,PH,11.0,122.67,83.46,78,96,5.32,light rain
363,Castro,BR,-24.79,-50.01,61.07,96,100,8.95,overcast clouds
364,Aligudarz,IR,33.4,49.69,37.62,61,23,3.09,few clouds
365,Arvi,IN,20.98,78.23,81.45,24,7,6.62,clear sky
366,Jijiga,ET,9.35,42.8,64.4,35,0,13.27,clear sky
367,Dekar,BW,-21.53,21.93,81.73,49,11,12.46,few clouds
368,Ryotsu,JP,38.08,138.43,42.8,70,75,6.93,broken clouds
369,Rodrigues Alves,BR,-7.74,-72.65,73.18,98,100,1.61,moderate rain
370,Thinadhoo,MV,0.53,72.93,83.23,69,19,7.36,few clouds
371,Mersing,MY,2.43,103.84,86.0,74,40,5.82,scattered clouds
372,Katherine,AU,-14.47,132.27,93.2,46,40,6.93,scattered clouds
373,Salinas,US,36.68,-121.66,48.2,87,1,1.48,clear sky
374,Port-Gentil,GA,-0.72,8.78,78.8,94,40,4.7,scattered clouds
375,Port Hedland,AU,-20.32,118.57,93.2,56,0,16.11,clear sky
376,Kayes,ML,14.0,-11.0,68.0,49,100,4.7,overcast clouds
377,Vestmannaeyjar,IS,63.44,-20.27,37.89,77,100,38.43,overcast clouds
378,Cozumel,MX,20.51,-86.95,66.0,93,75,8.55,moderate rain
379,Lasa,IT,46.62,10.7,24.01,72,5,5.82,clear sky
380,Namibe,AO,-15.2,12.15,72.88,71,92,3.13,overcast clouds
381,Gombe,NG,10.29,11.17,67.24,36,4,8.55,clear sky
382,Balfour,ZA,-26.66,28.59,84.0,33,0,5.12,clear sky
383,Sao Bras De Alportel,PT,37.15,-7.89,44.6,56,0,9.17,clear sky
384,Novorzhev,RU,57.03,29.33,19.36,97,84,4.52,broken clouds
385,Kingman,US,35.19,-114.05,42.8,28,1,5.82,clear sky
386,Kasane,BW,-17.82,25.15,77.0,78,0,8.05,clear sky
387,Shelopugino,RU,51.65,117.56,-8.88,87,100,5.88,overcast clouds
388,Kodiak,US,57.79,-152.41,21.2,85,1,11.16,clear sky
389,Codrington,AU,-38.27,141.97,49.21,85,100,21.97,light rain
390,Vardo,NO,70.37,31.11,24.8,93,100,10.96,light snow
391,Krasnyy Yar,RU,46.53,48.35,41.0,93,90,13.42,fog
392,Korla,CN,41.76,86.15,32.09,80,0,1.7,clear sky
393,Zyryanka,RU,65.75,150.85,-25.73,83,100,10.47,overcast clouds
394,Payakumbuh,ID,-0.22,100.63,85.19,57,97,1.03,overcast clouds
395,Kapoeta,SS,4.77,33.59,90.19,19,0,25.84,clear sky
396,Mahibadhoo,MV,3.78,72.97,81.59,77,0,15.03,clear sky
397,Hofn,IS,64.25,-15.21,41.56,77,100,24.38,overcast clouds
398,Grindavik,IS,63.84,-22.43,35.6,80,75,40.26,broken clouds
399,Mozarlandia,BR,-14.74,-50.57,69.67,92,18,2.8,few clouds
400,Sao Filipe,CV,14.9,-24.5,73.4,78,45,8.05,scattered clouds
401,High Level,CA,58.52,-117.14,-2.2,91,90,2.24,mist
402,Porto Velho,BR,-8.76,-63.9,73.4,94,75,2.24,light rain
403,North Bend,US,43.41,-124.22,48.99,82,75,11.41,broken clouds
404,Brigantine,US,39.41,-74.36,27.0,58,1,10.29,clear sky
405,Buraydah,SA,26.33,43.98,50.0,46,75,11.41,broken clouds
406,Abbeville,FR,50.1,1.83,45.0,82,100,32.44,light rain
407,Los Llanos De Aridane,ES,28.66,-17.92,64.4,88,40,4.7,scattered clouds
408,Snezhnogorsk,RU,69.19,33.25,-27.4,74,0,2.24,clear sky
409,Narsaq,GL,60.92,-46.05,19.4,57,92,1.12,overcast clouds
410,Andros Town,BS,24.7,-77.77,68.0,64,75,12.75,broken clouds
411,Hami,CN,42.8,93.45,25.72,76,0,2.66,clear sky
412,Samarai,PG,-10.62,150.67,85.66,72,17,12.66,few clouds
413,Sitka,US,57.05,-135.33,33.8,81,20,3.36,few clouds
414,Kulai,MY,1.66,103.6,89.6,66,40,5.82,scattered clouds
415,Opuwo,NA,-18.06,13.84,74.32,45,100,4.05,overcast clouds
416,Muncar,ID,-8.43,114.33,82.85,77,99,6.8,light rain
417,Ostersund,SE,63.18,14.64,30.2,86,100,14.99,light snow
418,Creel,MX,27.75,-107.63,37.36,68,0,1.54,clear sky
419,Norden,DE,53.6,7.2,39.0,84,100,45.01,light rain
420,Guhagar,IN,17.48,73.19,89.78,37,100,3.96,overcast clouds
421,Hay River,CA,60.82,-115.8,-0.4,84,0,5.82,clear sky
422,Foumban,CM,5.73,10.9,71.11,41,20,0.72,few clouds
423,Santa Rosa,PH,14.31,121.11,77.0,94,90,4.7,heavy intensity rain
424,Haines Junction,CA,60.75,-137.51,14.38,93,98,0.34,overcast clouds
425,Malakal,SS,9.53,31.66,84.02,24,0,11.97,clear sky
426,Kidodi,TZ,-7.6,37.0,82.27,66,61,3.31,broken clouds
427,Dali,CN,25.7,100.18,58.28,34,0,8.32,clear sky
428,Belyy Yar,RU,53.6,91.39,-11.2,69,20,4.47,few clouds
429,Fort Nelson,CA,58.81,-122.7,-16.6,75,75,1.03,broken clouds
430,Klaeng,TH,12.78,101.65,95.0,64,85,5.86,overcast clouds
431,Ozernovskiy,RU,51.5,156.52,22.3,89,100,17.0,light snow
432,Mayumba,GA,-3.43,10.66,78.12,86,27,5.39,scattered clouds
433,Healesville,AU,-37.65,145.52,80.01,46,100,3.0,light rain
434,Mount Isa,AU,-20.73,139.5,93.2,41,8,9.17,clear sky
435,Colares,PT,38.8,-9.45,41.0,55,0,2.24,clear sky
436,Inhambane,MZ,-23.86,35.38,84.2,70,40,9.17,scattered clouds
437,Misawa,JP,40.68,141.36,33.8,55,20,3.36,few clouds
438,Alyangula,AU,-13.85,136.42,84.2,79,75,3.36,broken clouds
439,Aswan,EG,24.09,32.91,66.04,63,0,9.57,clear sky
440,Ostrovnoy,RU,68.05,39.51,11.3,93,100,7.05,overcast clouds
441,Isangel,VU,-19.55,169.27,81.23,78,35,7.27,scattered clouds
442,Bagnes,CH,46.08,7.22,24.8,73,0,5.82,clear sky
443,Bambous Virieux,MU,-20.34,57.76,80.6,83,40,17.22,shower rain
444,Ponta Delgada,PT,37.73,-25.67,55.4,62,75,6.93,broken clouds
445,Tautira,PF,-17.73,-149.15,77.0,94,40,6.93,light rain
446,Loa Janan,ID,-0.58,117.09,89.51,57,89,2.86,light rain
447,Collie,AU,-33.37,116.15,77.0,27,0,1.99,clear sky
448,Fort Saint James,CA,54.43,-124.25,23.63,97,100,1.48,light snow
449,Hope,US,33.67,-93.59,46.99,59,0,1.01,clear sky
450,Itapecerica,BR,-20.47,-45.13,63.55,93,96,1.39,light rain
451,Goroka,PG,-6.08,145.39,69.96,78,100,3.76,light rain
452,Vavuniya,LK,8.75,80.5,78.85,90,85,7.31,moderate rain
453,Quimper,FR,48.0,-4.1,50.0,93,100,34.45,light rain
454,Riyadh,SA,24.69,46.72,50.0,37,0,3.36,clear sky
455,Wangkui,CN,46.83,126.5,-0.63,90,76,5.44,broken clouds
456,Ovalle,CL,-30.6,-71.2,52.61,86,1,1.01,clear sky
457,Siocon,PH,7.71,122.14,83.17,77,100,7.72,overcast clouds
458,Muros,ES,42.78,-9.06,46.0,90,100,8.01,overcast clouds
459,Kawhia,NZ,-38.07,174.82,62.01,65,59,8.99,broken clouds
460,Tocopilla,CL,-22.09,-70.2,65.37,63,100,0.76,overcast clouds
461,Mackay,AU,-21.15,149.2,84.2,66,3,14.99,clear sky
462,Ust-Nera,RU,64.57,143.2,-36.87,71,91,4.68,overcast clouds
463,Bridlington,GB,54.08,-0.19,41.0,86,100,11.41,overcast clouds
464,Yermakovskoye,RU,53.28,92.4,-12.23,87,99,2.89,overcast clouds
465,Parakai,NZ,-36.65,174.43,59.0,67,14,3.0,few clouds
466,Santa Vitoria,BR,-18.84,-50.12,71.1,88,51,5.66,broken clouds
467,Chopovychi,UA,50.83,28.95,26.78,98,11,3.85,few clouds
468,Ngunguru,NZ,-35.62,174.5,63.0,57,0,5.99,clear sky
469,Shenjiamen,CN,29.96,122.3,53.55,81,100,12.97,overcast clouds
470,Buala,SB,-8.14,159.59,79.56,83,100,5.64,moderate rain
471,Flin Flon,CA,54.77,-101.86,1.36,93,98,7.27,overcast clouds
472,Gainesville,US,29.65,-82.32,28.4,86,1,3.02,clear sky
473,Nouadhibou,MR,20.93,-17.03,64.4,93,100,8.05,overcast clouds
474,Alihe,CN,50.57,123.72,-3.19,74,0,2.19,clear sky
475,Nelson Bay,AU,-32.72,152.15,89.6,35,75,8.05,broken clouds
476,Half Moon Bay,US,37.46,-122.43,51.8,93,1,4.99,clear sky
477,Nola,IT,40.92,14.53,46.0,81,75,2.24,broken clouds
478,Shalinskoye,RU,55.72,93.76,-26.63,83,16,2.17,few clouds
479,Chekhov,RU,55.14,37.47,21.2,73,40,11.18,snow
480,Elizabeth City,US,36.29,-76.25,28.4,74,1,5.82,clear sky
481,Vestmanna,FO,62.16,-7.17,39.2,86,100,21.92,moderate rain
482,Marawi,PH,8.0,124.29,81.0,87,100,5.01,overcast clouds
483,Aksu,CN,41.12,80.26,34.25,67,30,0.89,scattered clouds
484,Ambulu,ID,-8.35,113.61,83.3,76,100,5.99,moderate rain
485,Saquena,PE,-4.67,-73.52,72.97,98,99,2.39,overcast clouds
486,Saint-Augustin,CA,51.23,-58.65,42.53,93,100,21.68,light rain
487,The Pas,CA,53.83,-101.25,19.4,85,90,9.17,light snow
488,Mahajanga,MG,-15.72,46.32,77.0,94,75,2.24,moderate rain
489,Saint-Pierre,RE,-21.34,55.48,87.01,70,0,8.05,clear sky
490,Poltavka,RU,54.37,71.76,-11.61,86,96,13.76,overcast clouds
491,Fairbanks,US,64.84,-147.72,1.0,83,75,1.61,broken clouds
492,Srednekolymsk,RU,67.45,153.68,-31.41,80,5,5.91,clear sky
493,Quatre Cocos,MU,-20.21,57.76,80.6,83,40,17.22,shower rain
494,Brae,GB,60.4,-1.35,41.0,80,100,14.99,overcast clouds
495,Kavaratti,IN,10.57,72.64,87.8,66,40,4.7,haze
496,Martapura,ID,-3.42,114.85,89.6,62,20,6.93,few clouds
497,Smithers,CA,54.78,-127.17,27.86,95,100,2.3,light snow
498,Alta Floresta,BR,-9.88,-56.09,70.9,99,100,2.86,overcast clouds
499,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,74.34,90,94,1.83,overcast clouds
500,Kulhudhuffushi,MV,6.62,73.07,81.73,73,41,6.82,scattered clouds
501,Tommot,RU,58.96,126.29,-28.17,80,100,6.13,overcast clouds
502,Tabou,CI,4.42,-7.35,77.92,87,13,4.21,few clouds
503,General Roca,AR,-39.03,-67.58,71.6,73,40,12.75,light rain
504,San Angelo,US,31.46,-100.44,54.0,34,1,16.11,clear sky
505,Polyarnyy,RU,69.2,33.45,-27.4,74,0,2.24,clear sky
506,Virginia Beach,US,36.85,-75.98,32.0,75,1,3.36,clear sky
507,Goderich,CA,43.75,-81.72,28.4,68,100,10.29,overcast clouds
508,Morondava,MG,-20.28,44.28,88.16,61,100,4.54,overcast clouds
509,Berlevag,NO,70.86,29.09,22.1,92,100,15.7,light snow
510,Workington,GB,54.64,-3.54,37.0,88,35,5.01,scattered clouds
511,Canakkale,TR,40.08,26.83,60.8,67,75,13.87,broken clouds
512,Severobaykalsk,RU,55.65,109.32,-12.77,80,100,7.67,overcast clouds
513,Paamiut,GL,61.99,-49.67,34.48,77,94,9.62,overcast clouds
514,La Tuque,CA,47.43,-72.78,10.4,72,15,3.36,few clouds
515,Kitami,JP,43.8,143.89,23.0,73,20,3.36,few clouds
516,Muisne,EC,0.6,-80.03,73.31,88,100,11.1,overcast clouds
517,Labuhan,ID,-6.88,112.21,86.38,64,100,7.76,overcast clouds
518,Deputatskiy,RU,69.3,139.9,-24.05,86,100,8.75,overcast clouds
519,Mocajuba,BR,-2.58,-49.51,73.36,89,100,0.67,overcast clouds
520,Kushmurun,KZ,52.45,64.63,5.67,93,97,11.68,overcast clouds
521,Saldanha,ZA,-33.01,17.94,64.4,88,99,11.41,overcast clouds
522,Udachnyy,RU,66.42,112.4,-20.2,82,75,4.47,light snow
523,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,10.4,60,100,6.71,overcast clouds
524,Puteyets,RU,65.17,57.09,-8.77,90,100,11.05,light snow
525,Luneville,FR,48.6,6.5,33.8,80,90,14.99,overcast clouds
526,Nisia Floresta,BR,-6.09,-35.21,75.2,94,75,6.93,broken clouds
527,Russell,US,32.35,-85.2,33.8,86,1,1.34,clear sky
528,Manaus,BR,-3.1,-60.02,75.2,94,75,4.7,light rain
529,Holme,DK,56.11,10.17,41.0,93,100,13.87,light rain
530,Southwick,US,42.05,-72.77,25.0,68,1,4.7,clear sky
531,Bourail,NC,-21.57,165.48,73.81,89,100,9.01,heavy intensity rain
532,Qasigiannguit,GL,68.82,-51.19,15.8,61,99,11.41,overcast clouds
533,Luganville,VU,-15.53,167.17,82.4,83,75,1.12,moderate rain
534,Talavera,PH,15.62,120.93,75.2,94,90,4.7,heavy intensity rain
535,Timra,SE,62.49,17.33,39.0,93,100,16.11,drizzle
536,Eregli,TR,37.51,34.05,45.12,54,81,0.98,broken clouds
537,Batagay,RU,67.63,134.63,-24.74,84,100,3.36,overcast clouds
538,Sorgun,TR,39.81,35.19,42.42,62,98,1.74,overcast clouds
539,Yaan,NG,7.38,8.57,76.68,30,48,4.81,scattered clouds
540,Juegang,CN,32.32,121.19,54.0,75,4,7.85,clear sky
541,Kapuskasing,CA,49.42,-82.43,6.8,84,51,9.17,broken clouds
542,Rio Gallegos,AR,-51.62,-69.22,55.4,54,40,4.7,scattered clouds
543,Pacific Grove,US,36.62,-121.92,50.0,93,1,6.93,clear sky
544,La Rioja,ES,42.25,-2.5,39.2,74,0,13.87,clear sky
545,Cururupu,BR,-1.83,-44.87,77.32,81,77,5.73,broken clouds
546,Irbil,IQ,36.19,44.01,39.2,69,0,4.7,clear sky
547,Laguna,US,38.42,-121.42,46.99,81,1,5.82,clear sky
548,Rapid Valley,US,44.06,-103.15,41.0,60,90,25.28,overcast clouds
549,Carutapera,BR,-1.2,-46.02,79.11,79,84,8.66,broken clouds
550,Roma,US,43.21,-75.46,27.0,79,90,9.75,light snow
551,Sinegorye,RU,62.08,150.48,-36.49,72,1,1.1,clear sky
552,Plouzane,FR,48.38,-4.62,50.0,93,100,38.03,moderate rain
553,Carlos Chagas,BR,-17.7,-40.77,69.17,95,19,3.2,few clouds
554,Bria,CF,6.54,21.99,83.62,28,30,4.29,scattered clouds
555,Zaragoza,ES,41.66,-0.88,39.99,74,0,10.29,clear sky
556,Mareeba,AU,-17.0,145.43,87.01,73,100,7.0,overcast clouds
557,Nurota,UZ,40.56,65.69,28.4,79,90,11.41,overcast clouds
558,Kirkwall,GB,58.98,-2.96,35.6,67,5,12.75,moderate rain
559,Vila Velha,BR,-20.33,-40.29,77.0,88,75,6.93,broken clouds
560,Konevo,RU,62.12,39.32,-7.74,90,76,3.2,broken clouds
561,Mae Sai,TH,20.43,99.88,87.01,61,20,4.7,few clouds
562,Sao Joao Do Piaui,BR,-8.36,-42.25,72.37,57,54,5.28,broken clouds
563,Roald,NO,62.58,6.13,46.4,49,100,18.34,overcast clouds
564,Kearney,US,40.7,-99.08,32.0,92,1,4.7,clear sky
565,West Wendover,US,40.74,-114.07,37.4,51,40,12.75,scattered clouds
566,Visalia,US,36.33,-119.29,46.0,93,1,5.82,clear sky
567,Katangli,RU,51.71,143.23,-10.19,84,100,13.0,overcast clouds
568,Nordborg,DK,55.06,9.74,41.0,80,100,18.34,light rain
569,Chapadinha,BR,-3.74,-43.36,71.13,94,0,1.74,clear sky
570,Sehithwa,BW,-20.47,22.72,82.24,54,100,9.48,overcast clouds
571,Sangar,RU,63.92,127.47,-41.6,80,93,2.75,overcast clouds
572,Meulaboh,ID,4.14,96.13,84.18,74,83,8.01,broken clouds
573,Ataco,CO,3.59,-75.38,70.63,79,97,2.91,overcast clouds
574,La Asuncion,VE,11.03,-63.86,75.81,85,100,8.57,overcast clouds
575,Whitehorse,CA,60.72,-135.05,12.2,85,75,12.75,broken clouds
576,Erdenet,MN,49.03,104.08,-9.15,86,100,3.38,overcast clouds
577,Port Keats,AU,-14.25,129.55,86.76,68,100,5.88,heavy intensity rain
578,Nanakuli,US,21.39,-158.15,73.4,68,40,4.7,scattered clouds
579,Festus,US,38.22,-90.4,41.0,89,100,1.01,overcast clouds
580,San Quintin,MX,30.48,-115.95,59.67,80,0,10.47,clear sky
581,Sishui,CN,35.65,117.28,53.01,42,0,3.71,clear sky
582,Mindelo,CV,16.89,-24.98,71.6,73,75,9.17,broken clouds
583,Annau,TM,37.89,58.52,24.8,79,0,6.93,clear sky
584,Morro Bay,US,35.37,-120.85,54.0,71,100,7.0,overcast clouds
585,Grand Gaube,MU,-20.01,57.66,75.99,88,7,10.0,moderate rain
586,Grand Island,US,40.92,-98.34,30.2,86,1,4.7,mist
587,Butembo,CD,0.15,29.28,71.49,61,0,3.15,clear sky
588,Energetik,RU,51.74,58.79,12.65,94,100,13.51,overcast clouds
589,Ahuimanu,US,21.44,-157.84,73.4,69,20,12.75,few clouds
590,Southbridge,US,42.08,-72.03,24.01,65,0,7.45,clear sky
591,Chandia,IN,23.65,80.7,77.63,21,0,1.63,clear sky
592,Vershino-Shakhtaminskiy,RU,51.3,117.89,-10.48,87,100,5.61,overcast clouds
593,Sorland,NO,67.67,12.69,29.43,93,11,29.75,few clouds
594,Bergen,NO,60.39,5.33,43.0,81,75,18.34,broken clouds
595,Juneau,US,58.3,-134.42,36.0,100,38,3.31,scattered clouds
596,Henties Bay,NA,-22.12,14.28,64.99,86,94,3.0,overcast clouds
597,San Carlos De Bariloche,AR,-41.15,-71.31,53.6,71,0,3.36,clear sky
598,Ust-Ilimsk,RU,58.0,102.66,-32.15,80,100,3.67,overcast clouds
599,Borzya,RU,50.38,116.52,-5.96,84,57,9.62,broken clouds
600,Albanel,CA,48.88,-72.45,8.6,65,99,9.17,overcast clouds
601,Magole,TZ,-6.37,37.37,77.0,88,75,4.65,light rain
602,Namatanai,PG,-3.67,152.43,84.92,64,50,8.05,scattered clouds
603,Tiarei,PF,-17.53,-149.33,77.0,94,40,6.93,light rain
604,Jumla,NP,29.27,82.18,58.03,22,76,7.02,broken clouds
605,Gorontalo,ID,0.54,123.06,84.97,68,100,3.09,overcast clouds
606,Si Racha,TH,13.17,100.93,88.0,72,44,7.7,scattered clouds
607,Kemijarvi,FI,66.71,27.43,7.11,93,100,10.56,light snow
608,Tripoli,LY,32.88,13.19,53.51,66,24,18.63,few clouds
609,Paveh,IR,35.04,46.36,24.8,79,0,6.2,clear sky
610,Brownsville,US,25.9,-97.5,61.0,76,1,5.82,clear sky
611,Winchester,GB,51.07,-1.32,45.0,93,100,13.87,overcast clouds
612,Clyde River,CA,70.47,-68.59,-18.4,82,100,4.7,overcast clouds
613,Parung,ID,-6.42,106.73,91.4,52,40,5.82,scattered clouds
614,Ossora,RU,59.24,163.07,9.05,90,0,8.84,clear sky
615,Assiniboia,CA,49.63,-105.98,14.0,85,100,8.05,overcast clouds
616,Arica,CL,-18.48,-70.3,69.8,64,100,5.82,overcast clouds
617,Marzuq,YE,14.4,46.47,63.61,42,0,5.39,clear sky
618,Meiganga,CM,6.52,14.3,73.85,33,0,5.73,clear sky
619,Kismayo,SO,-0.36,42.55,83.88,64,11,19.46,few clouds
620,Arvika,SE,59.66,12.59,39.2,93,100,24.16,overcast clouds
621,Hastings,GB,50.86,0.57,48.99,85,100,13.0,moderate rain
622,Taoudenni,ML,22.68,-3.98,62.64,30,100,10.96,overcast clouds
623,Luangwa,ZM,-15.62,30.42,78.3,81,95,4.74,light rain
624,Abu Dhabi,AE,24.47,54.37,69.8,49,0,9.17,clear sky
625,Gobabis,NA,-22.45,18.97,78.8,54,31,5.82,scattered clouds
626,Baksanenok,RU,43.69,43.65,42.8,52,100,2.24,overcast clouds
627,San Andres,CO,12.58,-81.7,78.8,83,75,9.17,moderate rain
628,George,ZA,-33.96,22.46,68.0,82,75,13.87,broken clouds
629,Saraland,US,30.82,-88.07,33.01,71,1,3.36,clear sky
630,Bintulu,MY,3.17,113.03,86.0,79,20,11.41,few clouds
631,Kattivakkam,IN,13.22,80.32,86.0,62,40,10.29,haze
632,Palmer,US,42.16,-72.33,24.01,67,20,3.36,few clouds
633,Katsuura,JP,35.13,140.3,53.6,37,20,3.36,few clouds
634,Arona,ES,28.1,-16.68,64.4,88,75,6.93,broken clouds
635,Sechura,PE,-5.56,-80.82,69.08,80,100,6.62,overcast clouds
636,Xuddur,SO,4.12,43.89,80.8,45,49,23.15,scattered clouds
637,Mao,ES,39.89,4.27,44.6,70,20,8.05,few clouds
638,Stokmarknes,NO,68.56,14.91,12.99,81,38,35.99,scattered clouds
639,Alofi,NU,-19.06,-169.92,80.6,83,100,5.82,overcast clouds
640,Nkayi,CG,-4.18,13.29,76.78,90,100,2.55,overcast clouds
641,Banda Aceh,ID,5.56,95.32,83.66,71,81,2.53,broken clouds
642,Griffith,US,41.53,-87.42,24.8,85,1,4.7,clear sky
643,Lingao,CN,19.91,109.69,73.9,75,96,12.15,overcast clouds
644,Hohhot,CN,40.81,111.65,30.2,36,0,4.47,clear sky
645,Muromtsevo,RU,56.37,75.24,-13.65,88,100,9.64,overcast clouds
646,Sibolga,ID,1.74,98.78,84.87,65,87,6.29,heavy intensity rain
647,Kondopoga,RU,62.21,34.26,3.2,91,0,4.47,clear sky
648,Faro,PT,37.02,-7.93,44.6,56,0,9.17,clear sky
649,Matamoros,MX,25.53,-103.25,48.99,38,0,1.99,clear sky
650,Jiangyou,CN,31.77,104.72,50.79,54,100,3.94,overcast clouds
651,Kahului,US,20.89,-156.47,73.4,64,1,9.17,clear sky
652,Lahat,ID,-3.8,103.53,89.55,57,94,3.6,light rain
653,Naze,JP,28.37,129.48,71.6,64,75,17.22,broken clouds
654,Freeport,US,40.66,-73.58,27.0,53,1,9.17,clear sky
655,Lagunas,PE,-5.23,-75.68,73.47,97,100,2.17,overcast clouds
656,Moron,AR,-34.65,-58.62,73.99,73,0,11.41,clear sky
657,Oga,IT,46.46,10.35,33.01,83,0,3.36,clear sky
658,Honningsvag,NO,70.98,25.97,23.86,89,87,22.86,overcast clouds
659,Changping,CN,40.22,116.22,42.8,28,0,2.24,clear sky
660,Burley,US,42.54,-113.79,33.8,80,1,17.22,clear sky
661,Seydisehir,TR,37.42,31.85,44.24,69,35,3.33,scattered clouds
662,Kampot,KH,10.62,104.18,87.8,70,40,9.17,scattered clouds
663,Zhanaozen,KZ,43.3,52.8,25.79,88,0,17.9,clear sky
664,Kikwit,CD,-5.04,18.82,74.19,91,99,0.98,overcast clouds
665,Diamantino,BR,-14.41,-56.45,72.93,92,100,4.0,heavy intensity rain
666,Hue,VN,16.47,107.6,75.2,83,75,4.7,broken clouds
667,Gemena,CD,3.25,19.77,85.17,43,14,3.47,few clouds
668,Bayir,TR,37.27,28.22,51.8,93,75,5.79,mist
669,Jvari,GE,42.72,42.05,52.57,48,73,6.08,broken clouds
670,Kasongo-Lunda,CD,-6.47,16.82,71.98,92,100,0.78,overcast clouds
671,Bentiu,SS,9.23,29.83,85.26,28,0,8.61,clear sky
672,Cuamba,MZ,-14.8,36.54,81.75,64,77,4.63,broken clouds
673,Tarifa,ES,36.01,-5.61,55.4,76,0,8.05,clear sky
674,Tiebissou,CI,7.16,-5.23,73.4,100,75,0.65,mist
675,Leshukonskoye,RU,64.9,45.76,9.54,96,100,3.51,overcast clouds
676,Hangu,CN,39.25,117.79,44.6,39,0,4.47,haze
677,Zaraza,VE,9.35,-65.32,71.51,92,86,4.56,overcast clouds
678,Mehamn,NO,71.04,27.85,20.35,94,98,13.13,light snow
679,Ketchikan,US,55.34,-131.65,33.8,100,40,3.36,scattered clouds
680,Marbella,ES,36.52,-4.89,39.99,93,0,8.05,clear sky
681,Miyako,JP,39.64,141.95,35.47,74,0,3.29,clear sky
682,Birin,NP,26.89,88.07,58.41,53,26,6.33,scattered clouds
683,Pimentel,PE,-6.84,-79.93,67.12,84,100,5.3,overcast clouds
684,Yerbogachen,RU,61.28,108.01,-26.12,84,100,5.06,overcast clouds
685,Hounde,BF,11.5,-3.52,65.62,27,16,6.38,few clouds
686,Doha,QA,25.29,51.53,69.8,52,40,10.29,scattered clouds
687,Seoul,KR,37.57,126.98,50.0,46,1,3.36,haze
688,Black Diamond,US,47.31,-122.0,43.0,96,72,4.23,light rain
689,Hobyo,SO,5.35,48.53,81.12,63,21,24.32,few clouds
690,Krasnoturinsk,RU,59.77,60.21,-5.62,91,100,9.33,light snow
691,Sistranda,NO,63.73,8.83,42.8,60,0,21.92,clear sky
692,Kamskiye Polyany,RU,55.43,51.42,19.4,92,90,13.42,snow
693,Maroantsetra,MG,-15.43,49.73,87.44,59,100,2.08,overcast clouds
694,Warsaw,PL,52.23,21.01,32.0,85,0,9.17,clear sky
695,Dordrecht,NL,51.81,4.67,44.01,89,100,15.01,overcast clouds
696,Marsabit,KE,2.33,37.99,72.63,34,80,13.6,broken clouds
697,Qui Nhon,VN,13.77,109.23,77.45,79,6,11.97,clear sky
698,Krasnoselkup,RU,65.7,82.47,-36.04,83,0,2.06,clear sky
