City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
311,Samarai,PG,20-12-23 23:08:44,-10.62,150.67,84.36,70,100,6.35
312,Nalut,LY,20-12-23 23:08:45,30.33,10.85,52.47,68,0,8.84
313,Impfondo,CG,20-12-23 23:08:45,1.64,18.07,73.85,85,100,3.02
314,Rapid Valley,US,20-12-23 23:08:45,44.06,-103.15,23.0,44,1,32.21
315,Portland,US,20-12-23 23:07:47,45.52,-122.68,48.0,75,20,5.82
316,Berlevag,NO,20-12-23 23:08:46,70.86,29.09,35.6,74,75,12.75
317,Banda Aceh,ID,20-12-23 23:08:46,5.56,95.32,77.09,84,98,10.38
318,Sivas,TR,20-12-23 23:08:47,39.79,37.0,19.4,73,40,9.17
319,Tiznit,MA,20-12-23 23:08:47,29.58,-9.5,56.88,45,0,4.63
320,Cheyenne,US,20-12-23 23:08:48,41.14,-104.82,19.4,34,1,24.16
321,Sain Alto,MX,20-12-23 23:08:48,23.58,-103.25,71.73,19,0,11.3
322,Victor Harbor,AU,20-12-23 23:08:49,-35.57,138.62,64.0,71,91,9.1
323,Anori,BR,20-12-23 23:08:49,-3.77,-61.64,79.18,85,96,2.71
324,Silver City,US,20-12-23 23:08:50,32.77,-108.28,53.6,16,1,26.4
325,Laguna,US,20-12-23 23:08:17,38.42,-121.42,55.0,66,1,8.05
326,Lixourion,GR,20-12-23 23:08:52,38.2,20.43,57.99,74,91,7.05
327,Susangerd,IR,20-12-23 23:08:52,31.56,48.18,53.6,81,40,2.24
328,Acarigua,VE,20-12-23 23:05:33,9.55,-69.2,78.8,65,40,8.05
329,Vranov,CZ,20-12-23 23:08:53,48.89,15.81,46.99,94,100,1.99
330,Ishigaki,JP,20-12-23 23:08:53,24.34,124.16,71.6,100,75,6.93
331,Port Hardy,CA,20-12-23 23:08:54,50.7,-127.42,42.8,75,75,17.22
332,Eureka,US,20-12-23 23:08:55,40.8,-124.16,61.0,71,2,3.0
333,Yumen,CN,20-12-23 23:08:55,40.28,97.2,14.38,70,0,1.39
334,Zemio,CF,20-12-23 23:08:56,5.03,25.14,79.79,39,90,2.42
335,Havelock,US,20-12-23 23:08:56,34.88,-76.9,53.6,70,1,5.82
336,Taoudenni,ML,20-12-23 23:08:57,22.68,-3.98,60.49,43,0,15.3
337,Altamira,BR,20-12-23 23:08:57,-3.2,-52.21,79.41,71,65,1.72
338,Fraga,ES,20-12-23 23:08:57,41.52,0.35,41.0,100,90,2.24
339,Erenhot,CN,20-12-23 23:08:58,43.65,111.98,1.33,87,0,13.0
340,Stelle,DE,20-12-23 23:08:59,53.38,10.11,42.8,93,100,9.17
341,Moerai,PF,20-12-23 23:08:59,-22.43,-151.33,79.27,77,74,7.94
342,Linjiang,CN,20-12-23 23:09:00,41.81,126.91,15.22,87,65,3.62
343,Turochak,RU,20-12-23 23:09:00,52.26,87.12,20.64,97,100,2.95
344,Plettenberg Bay,ZA,20-12-23 23:09:01,-34.05,23.37,66.02,85,57,9.91
345,Poum,NC,20-12-23 23:09:01,-20.23,164.02,79.9,75,74,3.96
346,Escanaba,US,20-12-23 23:04:39,45.75,-87.06,44.01,81,90,11.41
347,Tabou,CI,20-12-23 23:09:03,4.42,-7.35,78.06,85,75,5.99
348,Longyearbyen,SJ,20-12-23 23:05:43,78.22,15.64,32.0,95,0,28.86
349,Natchitoches,US,20-12-23 23:09:03,31.77,-93.13,71.6,78,40,5.84
350,Toora-Khem,RU,20-12-23 23:09:04,52.47,96.11,1.26,90,100,1.95
351,Lincoln,US,20-12-23 23:07:52,40.8,-96.67,21.2,67,90,31.09
352,Houma,US,20-12-23 23:06:58,29.6,-90.72,69.8,77,90,8.05
353,Husavik,IS,20-12-23 23:09:05,66.04,-17.34,17.6,85,0,15.82
354,Karratha,AU,20-12-23 23:09:06,-20.74,116.85,84.79,53,37,5.61
355,Okha,RU,20-12-23 23:09:06,53.57,142.95,-15.93,88,1,8.28
356,Tuatapere,NZ,20-12-23 23:09:06,-46.13,167.68,55.99,87,92,17.0
357,Grand Forks,US,20-12-23 23:06:50,47.94,-97.43,1.4,54,40,27.51
358,Hualmay,PE,20-12-23 23:09:07,-11.1,-77.61,69.57,77,98,10.71
359,Malatya,TR,20-12-23 23:09:09,38.5,38.0,30.2,54,0,8.05
360,Telde,ES,20-12-23 23:09:09,27.99,-15.42,68.0,48,0,6.93
361,Strezhevoy,RU,20-12-23 23:05:24,60.73,77.59,-18.4,75,40,11.18
362,Roebourne,AU,20-12-23 23:09:10,-20.78,117.13,85.77,49,91,6.13
363,Tobermory,CA,20-12-23 23:09:10,45.25,-81.67,44.6,66,100,13.87
364,Lapua,FI,20-12-23 23:09:11,62.97,23.01,34.0,98,100,1.99
365,Isiro,CD,20-12-23 23:09:11,2.77,27.62,73.56,59,76,2.01
366,Mahon,ES,20-12-23 23:09:13,39.89,4.27,59.0,87,64,13.62
367,Lensk,RU,20-12-23 23:09:13,60.73,114.93,-12.86,87,100,2.84
368,Taybad,IR,20-12-23 23:09:14,34.74,60.78,42.96,61,98,9.31
369,Bethel,US,20-12-23 23:09:14,41.37,-73.41,35.6,59,1,3.18
370,Praia,CV,20-12-23 23:09:15,14.92,-23.51,69.8,77,75,8.05
371,Arica,CL,20-12-23 23:04:40,-18.48,-70.3,69.8,73,0,10.29
372,Derzhavinsk,KZ,20-12-23 23:09:15,51.1,66.32,3.92,94,99,11.03
373,Olga,RU,20-12-23 23:09:16,43.74,135.29,25.2,86,92,12.8
374,Zapolyarnyy,RU,20-12-23 23:09:16,69.42,30.81,30.2,86,0,24.16
375,Kamaishi,JP,20-12-23 23:09:16,39.27,141.88,46.27,68,82,16.58
376,Mango,US,20-12-23 23:09:17,27.98,-82.31,72.0,64,40,4.21
377,Lasa,IT,20-12-23 23:09:17,46.62,10.7,39.0,100,75,5.82
378,Rawson,AR,20-12-23 23:09:17,-43.3,-65.1,76.96,26,3,19.37
379,Ayan,RU,20-12-23 23:09:18,56.45,138.17,-18.9,78,8,10.78
380,Aksu,CN,20-12-23 23:09:18,41.12,80.26,14.36,90,18,0.6
381,Kismayo,SO,20-12-23 23:09:18,-0.36,42.55,79.21,87,92,8.77
382,Sabzevar,IR,20-12-23 23:09:19,36.21,57.68,39.31,69,74,2.15
383,Shubarkuduk,KZ,20-12-23 23:09:19,49.14,56.49,4.51,88,97,3.87
384,Chicama,PE,20-12-23 23:09:20,-7.84,-79.15,68.0,77,96,10.29
385,Port Blair,IN,20-12-23 23:09:20,11.67,92.75,76.62,78,29,8.03
386,Ca Mau,VN,20-12-23 23:09:20,9.18,105.15,73.83,95,98,8.08
387,Soyo,AO,20-12-23 23:09:21,-6.13,12.37,77.58,89,86,6.64
388,Tessalit,ML,20-12-23 23:09:21,20.2,1.01,61.12,31,43,12.24
389,Hay River,CA,20-12-23 23:09:21,60.82,-115.8,5.0,77,100,6.93
390,Kloulklubed,PW,20-12-23 23:09:22,7.04,134.26,77.0,94,90,5.82
391,Labuhan,ID,20-12-23 23:09:22,-6.88,112.21,77.67,83,15,10.67
392,Smidovich,RU,20-12-23 23:09:23,48.6,133.82,7.39,89,87,4.05
393,Namibe,AO,20-12-23 23:09:23,-15.2,12.15,70.09,75,12,2.93
394,Bilma,NE,20-12-23 23:09:23,18.69,12.92,64.96,29,0,17.81
395,Kentau,KZ,20-12-23 23:09:24,43.52,68.51,25.81,90,0,3.98
396,Fairbanks,US,20-12-23 23:09:25,64.84,-147.72,18.0,78,90,3.36
397,Russell,US,20-12-23 23:09:25,32.35,-85.2,66.2,25,90,9.17
398,Half Moon Bay,US,20-12-23 23:05:37,37.46,-122.43,59.0,21,1,10.29
399,Vaitape,PF,20-12-23 23:09:26,-16.52,-151.75,81.36,76,87,12.41
400,Kantang,TH,20-12-23 23:09:26,7.41,99.52,72.37,91,93,3.04
401,Savelugu,GH,20-12-23 23:09:27,9.62,-0.83,81.59,19,21,3.42
402,Teknaf,BD,20-12-23 23:09:27,20.86,92.31,61.45,81,1,4.29
403,Semirom,IR,20-12-23 23:09:28,31.42,51.57,25.14,99,66,5.86
404,Limoncito,BO,20-12-23 23:09:28,-18.02,-63.4,87.8,55,40,11.41
405,South River,US,20-12-23 23:05:43,40.45,-74.39,39.99,67,100,1.99
406,Banfora,BF,20-12-23 23:08:23,10.63,-4.77,76.53,19,3,3.98
407,Asyut,EG,20-12-23 23:09:29,27.18,31.18,55.4,66,0,11.41
408,Tarabuco,BO,20-12-23 23:09:30,-19.17,-64.92,68.0,40,40,19.46
409,Bayan,CN,20-12-23 23:09:30,46.08,127.4,-5.49,91,90,7.85
410,Ilhabela,BR,20-12-23 23:09:31,-23.78,-45.36,73.26,84,99,10.16
411,Fort Nelson,CA,20-12-23 23:09:31,58.81,-122.7,5.0,77,75,4.7
412,Gizo,SB,20-12-23 23:09:31,-8.1,156.84,84.6,68,98,4.0
413,Ingham,US,20-12-23 23:09:32,42.6,-84.38,50.0,61,90,13.87
414,Vila Franca Do Campo,PT,20-12-23 23:09:32,37.72,-25.43,55.4,54,75,20.8
415,Oktyabrskiy,RU,20-12-23 23:09:33,54.48,53.47,3.99,94,97,4.38
416,Colares,PT,20-12-23 23:09:33,38.8,-9.45,55.99,100,100,17.0
417,Morada Nova,BR,20-12-23 23:09:34,-5.11,-38.37,79.86,71,94,11.27
418,Salinas,US,20-12-23 23:04:37,36.68,-121.66,60.8,36,1,6.93
419,The Valley,AI,20-12-23 23:09:34,18.22,-63.06,80.6,78,20,10.29
420,Changying,CN,20-12-23 23:09:35,52.87,123.32,-7.69,90,99,3.29
421,Ramshir,IR,20-12-23 23:09:35,30.89,49.41,55.4,82,96,11.41
422,Bandarbeyla,SO,20-12-23 23:09:36,9.49,50.81,73.49,73,35,18.37
423,Mecca,SA,20-12-23 23:09:36,21.43,39.83,74.16,76,15,3.65
424,Baltoji Voke,LT,20-12-23 23:09:36,54.6,25.2,36.0,100,90,4.7
425,Tezu,IN,20-12-23 23:09:37,27.92,96.17,58.6,48,0,3.2
426,Ginir,ET,20-12-23 23:09:37,7.13,40.7,56.95,54,0,3.78
427,Karlshamn,SE,20-12-23 23:09:37,56.17,14.86,37.0,100,100,3.36
428,Bardiyah,LY,20-12-23 23:09:38,31.76,25.09,59.27,78,17,11.3
429,Vrangel,RU,20-12-23 23:09:38,42.73,133.08,27.59,84,27,21.07
430,Santa Rosa,PH,20-12-23 23:09:34,14.31,121.11,78.01,94,20,2.24
431,Filadelfia,US,20-12-23 23:06:14,39.95,-75.16,42.8,56,75,8.05
432,Ostrovnoy,RU,20-12-23 23:09:40,68.05,39.51,19.44,94,100,26.66
433,Nizhnevartovsk,RU,20-12-23 23:09:41,60.93,76.55,-18.4,75,40,11.18
434,Amapa,BR,20-12-23 23:09:41,1.0,-52.0,77.92,78,51,4.59
435,Tazovskiy,RU,20-12-23 23:09:41,67.47,78.7,-42.36,80,33,4.52
436,Bac Lieu,VN,20-12-23 23:09:42,9.29,105.72,76.46,90,99,14.25
437,Roald,NO,20-12-23 23:09:43,62.58,6.13,37.4,67,98,8.05
438,Vestmannaeyjar,IS,20-12-23 23:09:43,63.44,-20.27,39.6,73,100,5.39
439,Moose Factory,CA,20-12-23 23:09:43,51.26,-80.61,15.8,85,90,14.99
440,Boende,CD,20-12-23 23:09:44,-0.22,20.87,71.22,96,94,1.99
441,Bagdarin,RU,20-12-23 23:09:44,54.43,113.6,-3.95,88,100,1.95
442,Visnes,NO,20-12-23 23:09:45,59.36,5.22,39.2,74,2,13.87
443,Dovolnoye,RU,20-12-23 23:09:45,54.5,79.67,13.96,96,100,13.18
444,Beringovskiy,RU,20-12-23 23:09:45,63.05,179.32,-15.99,85,6,6.4
445,Massakory,TD,20-12-23 23:09:46,13.0,15.73,73.65,21,11,7.96
446,Kormend,HU,20-12-23 23:09:46,47.01,16.61,53.01,87,0,6.93
447,Port Hawkesbury,CA,20-12-23 23:09:47,45.62,-61.35,27.0,73,90,16.11
448,Calvinia,ZA,20-12-23 23:09:47,-31.47,19.78,53.51,91,8,4.34
449,Hovd,MN,20-12-23 23:09:48,48.01,91.64,4.75,82,79,4.23
450,Semporna,MY,20-12-23 23:09:48,4.48,118.61,75.2,94,20,6.51
451,Kirkenaer,NO,20-12-23 23:09:49,60.46,12.06,30.2,92,0,4.7
452,Qitaihe,CN,20-12-23 23:09:49,45.8,130.85,10.08,95,98,8.95
453,Gizycko,PL,20-12-23 23:09:50,54.04,21.76,33.96,95,100,6.98
454,Palaikastron,GR,20-12-23 23:09:50,35.2,26.25,57.0,61,2,17.9
455,Dukat,RU,20-12-23 23:09:50,62.55,155.55,-41.57,79,99,5.46
456,Ola,RU,20-12-23 23:09:51,59.58,151.28,-17.07,81,95,13.78
457,Tomatlan,MX,20-12-23 23:09:51,19.93,-105.25,87.19,33,0,8.16
458,Ostersund,SE,20-12-23 23:09:51,63.18,14.64,33.8,93,42,18.34
459,Umm Lajj,SA,20-12-23 23:09:52,25.02,37.27,71.98,72,52,8.48
460,Muros,ES,20-12-23 23:09:52,42.78,-9.06,42.01,95,31,6.29
461,Ciudad Guayana,VE,20-12-23 23:09:53,8.35,-62.65,78.01,93,100,4.0
462,Ceska Trebova,CZ,20-12-23 23:09:53,49.9,16.44,52.0,61,100,3.0
463,Port Lincoln,AU,20-12-23 23:09:53,-34.73,135.87,62.31,70,15,12.15
464,Chumikan,RU,20-12-23 23:09:54,54.72,135.31,-18.51,81,0,16.04
465,The Pas,CA,20-12-23 23:09:54,53.83,-101.25,-11.2,63,1,3.36
466,Pontypridd,GB,20-12-23 23:09:54,51.6,-3.34,42.01,96,100,3.0
467,Luganville,VU,20-12-23 23:09:55,-15.53,167.17,82.4,83,40,4.99
468,Hami,CN,20-12-23 23:09:55,42.8,93.45,13.17,82,0,3.51
469,Teguise,ES,20-12-23 23:06:37,29.06,-13.56,68.0,72,0,17.22
470,Agara,GE,20-12-23 23:09:57,42.04,43.82,32.92,93,100,11.52
471,La Peca,PE,20-12-23 23:09:57,-5.61,-78.44,75.9,69,97,2.26
472,Haapiti,PF,20-12-23 23:09:57,-17.57,-149.87,77.0,88,75,13.87
473,Mitu,CO,20-12-23 23:09:58,1.2,-70.17,75.99,95,49,1.36
474,Kabare,CD,20-12-23 23:09:58,-2.47,28.82,60.44,82,99,1.43
475,Pasighat,IN,20-12-23 23:09:58,28.07,95.33,56.95,57,1,3.13
476,Bushehr,IR,20-12-23 23:09:59,28.97,50.84,66.07,50,0,9.91
477,Yar-Sale,RU,20-12-23 23:09:59,66.83,70.83,-28.97,85,98,9.91
478,Miri,MY,20-12-23 23:10:00,4.41,114.01,77.0,94,40,1.12
479,Tacoronte,ES,20-12-23 23:10:00,28.48,-16.41,64.99,76,20,19.46
480,Notre-Dame-Du-Lac,CA,20-12-23 23:10:01,47.61,-68.8,15.8,52,1,3.49
481,Marovoay,MG,20-12-23 23:10:01,-16.1,46.63,80.6,83,20,3.36
482,Kashi,CN,20-12-23 23:10:01,39.45,75.98,23.0,73,90,2.24
483,Monroe,US,20-12-23 23:10:02,43.15,-77.68,44.01,48,90,17.22
484,Metlika,SI,20-12-23 23:10:02,45.65,15.31,51.8,76,100,6.93
485,Rock Springs,US,20-12-23 23:07:24,41.59,-109.2,19.4,48,20,25.28
486,Port Augusta,AU,20-12-23 23:10:04,-32.5,137.77,71.01,68,0,9.17
487,Stornoway,GB,20-12-23 23:10:06,58.21,-6.39,39.0,86,75,17.22
488,Buchanan,LR,20-12-23 23:10:06,5.88,-10.05,78.8,94,75,6.67
489,Haines Junction,CA,20-12-23 23:10:07,60.75,-137.51,23.07,93,23,3.18
490,Paratinga,BR,20-12-23 23:10:07,-12.69,-43.18,75.87,60,74,1.19
491,Deer Lake,CA,20-12-23 23:10:08,49.17,-57.43,26.6,73,90,11.41
492,Finnsnes,NO,20-12-23 23:10:08,69.23,17.98,21.2,92,100,9.17
493,Aksha,RU,20-12-23 23:10:10,50.28,113.29,2.88,85,99,8.16
494,Kargil,IN,20-12-23 23:10:10,34.57,76.1,2.57,76,100,0.36
495,Cassilandia,BR,20-12-23 23:10:11,-19.11,-51.73,78.62,73,83,5.03
496,Suksun,RU,20-12-23 23:10:11,57.14,57.39,13.12,96,80,10.45
497,Quatre Cocos,MU,20-12-23 23:10:11,-20.21,57.76,77.0,83,75,14.99
498,Khani,GE,20-12-23 23:10:12,41.96,42.96,37.4,100,90,10.29
499,Oistins,BB,20-12-23 23:10:12,13.07,-59.53,78.8,78,40,14.99
500,El Limon,VE,20-12-23 23:10:13,10.31,-67.63,72.1,88,26,6.15
501,Puerto Madero,MX,20-12-23 23:10:13,14.72,-92.42,86.0,70,20,8.05
502,Man,CI,20-12-23 23:10:14,7.41,-7.55,71.89,35,9,1.54
503,Regina,CA,20-12-23 23:08:43,50.45,-104.62,14.0,92,90,10.29
504,Mahibadhoo,MV,20-12-23 23:10:15,3.78,72.97,81.37,73,78,5.32
505,Tabatinga,BR,20-12-23 23:10:15,-4.25,-69.94,86.0,74,20,2.24
506,Navoi,UZ,20-12-23 23:10:16,40.08,65.38,32.68,90,25,8.88
507,Wewak,PG,20-12-23 23:10:16,-3.55,143.63,76.42,86,100,6.85
508,Swan Hill,AU,20-12-23 23:10:16,-35.34,143.55,66.34,50,0,8.01
509,Pierre,US,20-12-23 23:10:17,44.37,-100.35,18.0,61,90,23.04
510,Aykhal,RU,20-12-23 23:10:17,66.0,111.5,-47.2,57,0,4.47
511,Zavallya,UA,20-12-23 23:10:17,48.21,30.02,34.81,94,100,5.91
512,La Ronge,CA,20-12-23 23:10:18,55.1,-105.28,-14.8,75,90,4.7
513,Makakilo City,US,20-12-23 23:06:07,21.35,-158.09,80.6,61,1,6.93
514,Sakakah,SA,20-12-23 23:10:19,29.97,40.21,48.2,70,0,4.9
515,Kalmunai,LK,20-12-23 23:10:19,7.42,81.82,74.75,94,100,8.23
516,Goure,NE,20-12-23 23:10:20,13.98,10.27,75.0,18,98,8.99
517,Kostomuksha,RU,20-12-23 23:10:20,64.57,30.58,26.51,98,100,7.7
518,Boda,CF,20-12-23 23:10:20,4.32,17.47,75.58,32,18,1.92
519,Campeche,MX,20-12-23 23:05:32,19.0,-90.5,80.67,67,0,0.87
520,Pestyaki,RU,20-12-23 23:10:21,56.71,42.67,11.3,95,80,9.08
521,Comodoro Rivadavia,AR,20-12-23 23:10:22,-45.87,-67.5,77.0,25,40,32.21
522,Petropavl,KZ,20-12-23 23:10:22,54.88,69.16,14.63,97,100,10.69
523,Baijiantan,CN,20-12-23 23:10:22,45.63,85.18,7.43,90,0,1.03
524,Aripuana,BR,20-12-23 23:07:27,-9.17,-60.63,76.59,90,95,0.72
525,Siocon,PH,20-12-23 23:10:24,7.71,122.14,79.16,81,89,3.53
526,Concordia,AR,20-12-23 23:10:24,-31.39,-58.02,86.0,40,0,5.82
527,Pozo Colorado,PY,20-12-23 23:10:25,-23.49,-58.8,85.21,49,0,3.47
528,Yulin,CN,20-12-23 23:10:25,22.63,110.15,56.35,75,66,4.72
529,Waddan,LY,20-12-23 23:08:13,29.16,16.14,57.0,68,5,7.07
530,Ciudad Ojeda,VE,20-12-23 23:10:26,10.2,-71.31,82.18,70,23,8.39
531,Macas,EC,20-12-23 23:10:26,-2.32,-78.12,78.8,61,20,8.05
532,Nemuro,JP,20-12-23 23:10:27,43.32,145.57,39.56,91,100,18.3
533,Bowen,AU,20-12-23 23:10:27,-20.02,148.23,78.8,88,90,5.82
534,Palu,ID,20-12-23 23:10:27,-0.89,119.87,77.45,74,100,2.06
535,Longyan,CN,20-12-23 23:10:28,25.11,117.02,57.74,83,73,3.36
536,Olafsvik,IS,20-12-23 23:10:28,64.89,-23.71,39.6,76,100,15.28
537,Winnipeg,CA,20-12-23 23:06:57,49.88,-97.15,-4.0,70,90,8.05
538,Port-Gentil,GA,20-12-23 23:10:29,-0.72,8.78,77.0,94,20,4.7
539,Moa,CU,20-12-23 23:10:30,20.66,-74.94,76.89,80,3,12.21
540,Kilembe,UG,20-12-23 23:10:30,0.2,30.0,63.45,60,100,4.14
541,Konevo,RU,20-12-23 23:10:30,62.12,39.32,22.19,97,100,8.57
542,Bogalusa,US,20-12-23 23:10:31,30.79,-89.85,68.0,72,90,9.17
543,Harper,LR,20-12-23 23:10:31,4.38,-7.72,78.04,85,21,7.34
544,Mollendo,PE,20-12-23 23:10:32,-17.02,-72.01,68.47,79,82,5.44
545,Kuusamo,FI,20-12-23 23:10:32,65.97,29.18,30.2,92,90,9.17
546,Kysyl-Syr,RU,20-12-23 23:10:32,63.9,122.76,-40.22,80,99,1.7
547,Flin Flon,CA,20-12-23 23:10:33,54.77,-101.86,-14.8,68,5,0.56
548,La Macarena,CO,20-12-23 23:10:35,2.18,-73.78,78.12,81,92,3.13
549,Nador,MA,20-12-23 23:06:23,35.17,-2.93,55.4,76,0,2.48
550,Dingle,PH,20-12-23 23:10:35,11.0,122.67,76.57,91,67,7.2
551,Great Falls,US,20-12-23 23:10:36,47.5,-111.3,35.01,40,1,19.46
552,Hofn,IS,20-12-23 23:10:38,64.25,-15.21,28.56,80,40,7.25
553,Slave Lake,CA,20-12-23 23:10:38,55.28,-114.77,21.2,85,90,3.36
554,Mumbwa,ZM,20-12-23 23:10:39,-14.98,27.06,66.56,92,95,4.61
555,Hit,IQ,20-12-23 23:10:40,33.64,42.83,52.66,65,0,6.13
556,Paysandu,UY,20-12-23 23:08:26,-32.32,-58.08,81.0,35,0,1.01
557,Rio Tercero,AR,20-12-23 23:10:40,-32.17,-64.11,84.0,31,0,5.01
558,Kharp,RU,20-12-23 23:10:41,66.8,65.81,-29.07,80,49,2.08
559,Zhuanghe,CN,20-12-23 23:07:28,39.7,122.99,21.0,55,0,8.01
